"Questão 11 - FGV Style (SRP-PE)","A Secretaria de Planejamento de Pernambuco é gerenciadora de uma Ata de Registro de Preços. A Secretaria de Infraestrutura e a Secretaria de Educação são órgãos participantes. A Secretaria de Educação consumiu todo o seu quantitativo previsto. A Secretaria de Infraestrutura, por sua vez, utilizou apenas 50% de sua previsão. A Secretaria de Educação necessita de mais itens. De acordo com o Art. 24 do Decreto nº 54.700/2023, o órgão gerenciador pode:","(A) realizar um aditivo de acréscimo de 25% na ata para atender à demanda da Secretaria de Educação.","(B) autorizar a Secretaria de Educação a aderir à ata como 'carona', mesmo sendo participante original.","(C) remanejar as quantidades não utilizadas da Secretaria de Infraestrutura para a Secretaria de Educação, desde que haja prévia anuência da Secretaria de Infraestrutura.","(D) realizar uma nova licitação, na modalidade dispensa, para atender à demanda remanescente da Secretaria de Educação.","(E) determinar compulsoriamente que a Secretaria de Infraestrutura ceda suas quantidades não utilizadas, pois a necessidade da Educação é prioritária.","C","O Art. 24 do Decreto nº 54.700/2023 permite o remanejamento de quantidades entre os participantes, mas estabelece uma condição crucial: 'desde que haja prévia anuência do participante que vier a sofrer redução dos quantitativos informados'. Ou seja, a Secretaria de Planejamento (gerenciadora) pode efetuar o remanejamento, mas precisa do consentimento da Secretaria de Infraestrutura.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 12 - FGV Style (SRP-PE)","Após a adjudicação do objeto de uma licitação para registro de preços, o licitante vencedor foi convocado para assinar a ata, mas recusou-se injustificadamente. A administração havia constituído um cadastro de reserva com os demais licitantes. Qual a providência correta a ser tomada pelo agente de contratação, conforme os Arts. 17 e 18 do Decreto nº 54.700/2023?","(A) Declarar a licitação fracassada e iniciar um novo procedimento do zero.","(B) Adjudicar o objeto ao segundo colocado pelo preço que este ofertou originalmente na licitação.","(C) Aplicar as penalidades cabíveis ao licitante que se recusou a assinar e convocar os integrantes do cadastro de reserva para assumir o compromisso pelo preço do vencedor.","(D) Negociar com o segundo colocado uma redução de seu preço para, então, convidá-lo a assinar a ata.","(E) Cancelar a licitação por razões de interesse público e realizar uma contratação direta emergencial.","C","O § 1º do Art. 18 estabelece que a recusa injustificada enseja a aplicação das penalidades e a 'possibilidade de convocação do cadastro de reserva'. O Art. 17, por sua vez, regula o acionamento do cadastro de reserva em caso de recusa do adjudicatário (inciso I), sendo que os cadastrados assumem o compromisso pelo valor da proposta do licitante vencedor. Portanto, a conduta correta é sancionar o faltoso e convocar o cadastro de reserva.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 13 - FGV Style (SRP-PE)","A utilização do Sistema de Registro de Preços para a contratação de obras é uma possibilidade prevista no Decreto nº 54.700/2023, mas sujeita a requisitos específicos. Assinale a alternativa que descreve corretamente uma dessas condições.","(A) A obra deve ser de alta complexidade técnica, justificando a flexibilidade do SRP.","(B) Deve haver a existência de termo de referência, anteprojeto, projeto básico ou projeto executivo padronizados, sem complexidade técnica e operacional.","(C) O valor da obra deve ser inferior aos limites para dispensa de licitação.","(D) A contratação deve ser, obrigatoriamente, no regime de contratação integrada, para que o projeto seja desenvolvido pelo contratado.","(E) É vedada a utilização do SRP para obras, aplicando-se exclusivamente a serviços e compras.","B","O Art. 3º, § 1º, inciso I, do decreto, ao tratar das condições para uso do SRP para obras, exige 'existência de termo de referência, anteprojeto, projeto básico ou projeto executivo padronizados, sem complexidade técnica e operacional'. Ou seja, o SRP para obras é admitido para intervenções padronizáveis e de baixa complexidade (como reformas de escolas com projeto padrão), e não para obras de alta complexidade (A) ou sob regime de contratação integrada (D).","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 14 - FGV Style (SRP-PE)","A Secretaria de Administração do Estado (SAD), como órgão gerenciador, pretende realizar um registro de preços de itens de consumo de uso comum a todas as secretarias. Trata-se de uma ata de registro de preços corporativa. Segundo o Decreto nº 54.700/2023, uma característica distintiva dessa modalidade de ata é que:","(A) a participação de todas as demais secretarias é facultativa, dependendo da manifestação de interesse na IRP.","(B) os órgãos e entidades que se enquadram no caput do art. 1º são participantes obrigatórios, independente da participação nos procedimentos iniciais.","(C) ela permite acréscimos de até 50% nos quantitativos, diferentemente das atas comuns.","(D) a adesão por órgãos não participantes (caronas) é livre e ilimitada.","(E) seu gerenciamento deve ser compartilhado entre a SAD e a Secretaria da Fazenda.","B","O Art. 2º, inciso III, do decreto define 'ata de registro de preços corporativa' como aquela 'em que são participantes obrigatórios todos os órgãos ou entidades que se enquadram no caput do art. 1º, independente da participação nos procedimentos iniciais e da manifestação de interesse'. Essa é a sua principal característica: a compulsoriedade da participação para os órgãos definidos, visando à máxima padronização e economia de escala.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 15 - FGV Style (SRP-PE)","O edital de uma licitação para registro de preços previu a possibilidade de o licitante oferecer proposta em quantitativo inferior ao máximo previsto. Um licitante assim o fez, cotando apenas 70% do total. Caso ele vença o certame:","(A) ele será obrigado a fornecer 100% do quantitativo, pois a oferta inferior é mera faculdade que não vincula o resultado.","(B) a licitação será considerada fracassada para a parcela de 30% não cotada.","(C) ele será obrigado a cumprir o compromisso de fornecimento apenas no quantitativo que ofertou, ou seja, 70% do total.","(D) ele deverá indicar outro fornecedor para a parcela de 30% remanescente, sob pena de inabilitação.","(E) o segundo colocado será automaticamente convocado para fornecer os 30% restantes, pelo preço que ofertou.","C","O Art. 9º, inciso XIII, prevê que o edital pode dispor sobre 'a possibilidade de o licitante oferecer proposta em quantitativo inferior ao máximo previsto no edital, observada a quantidade mínima a ser cotada'. Se o edital permite e o licitante o faz, ele se vincula apenas ao quantitativo que se propôs a fornecer. A administração, para os 30% restantes, deverá contratar com o próximo colocado, se houver, ou realizar nova licitação.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 16 - FGV Style (SRP-PE)","Uma empresa detentora de uma Ata de Registro de Preços, durante a vigência da ata, sofreu um processo de dissolução de sua sociedade. Segundo o Art. 39 do Decreto nº 54.700/2023, essa situação:","(A) não afeta a ata, que pode continuar a ser executada por um dos sócios remanescentes.","(B) acarreta o cancelamento do registro de preços, pois o detentor deixou de atender a uma das condições de manutenção da habilitação.","(C) gera a suspensão da ata até que a situação da empresa seja regularizada, com a nomeação de um administrador judicial.","(D) permite que a empresa ceda sua posição na ata para outra empresa do mesmo ramo, mediante autorização do órgão gerenciador.","(E) implica a aplicação de multa, mas o registro é mantido para não prejudicar a Administração.","B","O Art. 39, inciso IV, do decreto, estabelece que o registro de preços pode ser cancelado quando o detentor 'tiver sua falência decretada ou a dissolução de sua empresa'. A manutenção das condições de habilitação, incluindo a existência jurídica regular da empresa, é requisito para a continuidade do compromisso assumido na ata.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 17 - FGV Style (SRP-PE)","O Decreto nº 54.700/2023, em seu Art. 21, elenca as competências do órgão gerenciador. Dentre as alternativas abaixo, assinale aquela que NÃO corresponde a uma competência do gerenciador.","(A) Instaurar processo de apuração e aplicação de penalidade por descumprimento da ata de registro de preços.","(B) Remanejar os quantitativos da ata entre os participantes, observados os procedimentos legais.","(C) Autorizar e gerenciar pedidos de consumo e de adesão à ata de registro de preços.","(D) Emitir nota de empenho e formalizar o termo de contrato decorrente da ata para os órgãos participantes.","(E) Analisar pedidos de reajuste e de revisão dos preços registrados, conduzindo as renegociações necessárias.","D","A competência de 'emitir nota de empenho e formalizar termo de contrato ou instrumento equivalente' é do órgão participante, ou seja, daquele que efetivamente irá realizar a contratação. O gerenciador autoriza o consumo, mas a execução contratual e orçamentária é descentralizada. Essa atribuição está listada no Art. 22, inciso II, como competência do participante. As demais alternativas (A, B, C, E) são competências expressas do gerenciador, listadas no Art. 21.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 18 - FGV Style (SRP-PE)","A existência de preços registrados em uma ata vigente, segundo o Decreto nº 54.700/2023:","(A) obriga a Administração a contratar com o detentor da ata, vedada a realização de nova licitação para o mesmo objeto.","(B) não obriga a Administração a contratar, mas veda a realização de nova licitação para o mesmo objeto, devendo a administração aguardar o fim da vigência da ata.","(C) não obriga a Administração a contratar, sendo-lhe facultada a realização de licitação específica para a aquisição pretendida, assegurada, contudo, a preferência do detentor da ata em igualdade de condições.","(D) obriga a Administração a contratar, mas apenas o quantitativo mínimo estabelecido no edital, podendo licitar o restante.","(E) não obriga a Administração a contratar e permite a realização de nova licitação, sem qualquer direito de preferência ao detentor da ata.","C","O Art. 28 do decreto estabelece que 'A existência de preços registrados não obriga a administração a contratar, facultando-se a realização de procedimento licitatório específico para a aquisição pretendida, assegurada a preferência do detentor da ata quando em igualdade de condições, ressalvado o disposto no art. 47'. Esta regra equilibra a flexibilidade da administração (de não ser obrigada a comprar) com a proteção da expectativa do detentor da ata (direito de preferência).","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 19 - FGV Style (SRP-PE)","Uma licitante venceu uma cota reservada para microempresas e a cota principal para o mesmo item, com preços diferentes, sendo o preço da cota principal mais baixo. Conforme o Art. 27 do Decreto nº 54.700/2023, como deverá ocorrer o consumo da ata?","(A) O consumo deve iniciar pela cota reservada, por ser uma ação afirmativa, e só após esgotada esta, consumir a cota principal.","(B) As cotas devem ser consumidas de forma alternada, para garantir a participação de ambos os 'contratos'.","(C) O consumo da ata deve ocorrer primeiro no item/lote mais vantajoso (menor preço), devendo a cota reservada ser contratada apenas após o exaurimento do quantitativo da cota principal.","(D) O agente de contratação deverá sortear qual das cotas será consumida primeiro.","(E) A cota reservada, por ter preço maior, deve ser cancelada, e todo o quantitativo deve ser contratado pelo preço da cota principal.","C","O Art. 27, inciso IV, do decreto, estabelece a ordem de preferência. Quando a mesma licitante vence mais de um item/lote espelhado (o que inclui cota ampla e reservada) com preços distintos, 'o consumo da ata deve ocorrer primeiro no item/lote mais vantajoso, devendo ser contratados os demais itens/lotes em sequência apenas após o exaurimento dos quantitativos registrados mais vantajosos'. O critério é estritamente a economicidade.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 20 - FGV Style (SRP-PE)","O Estado de Pernambuco deseja aderir a uma Ata de Registro de Preços gerenciada por um Município do interior do estado. De acordo com a legislação estadual de regência, essa adesão:","(A) é permitida, desde que os preços sejam vantajosos e haja anuência do gerenciador e do detentor da ata.","(B) é permitida apenas para autarquias estaduais, mas não para a administração direta.","(C) é permitida, mas limitada a 25% do quantitativo registrado na ata municipal.","(D) é vedada, pois a legislação proíbe aos órgãos e entidades da administração pública do Estado de Pernambuco a adesão a atas gerenciadas por órgãos ou entidades municipais.","(E) é permitida, desde que haja um convênio de cooperação técnica firmado previamente entre o Estado e o Município.","D","O Art. 43 do Decreto nº 54.700/2023 é taxativo: 'Fica vedado aos órgãos e entidades da administração pública do Estado de Pernambuco adesão à ata de registro de preços gerenciada por órgão ou entidade municipal'. A norma permite que o Estado adira a atas da União ou de outros Estados (conforme Art. 42), mas veda expressamente a adesão a atas de municípios, independentemente de qualquer condição.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 21 - FGV Style (SRP-PE)","Após seis meses da assinatura de uma Ata de Registro de Preços, o detentor do registro, alegando um aumento imprevisível no custo da matéria-prima, protocolou junto ao órgão gerenciador um pedido de revisão dos valores registrados. Para que tal pedido seja analisado, o Art. 34 do Decreto nº 54.700/2023 exige, cumulativamente:","(A) a comprovação de fato superveniente que provocou elevação que impossibilite o cumprimento das obrigações e a demonstração, por meio de planilha de custos, de que os preços se tornaram inviáveis.","(B) apenas a apresentação de novas notas fiscais de seus fornecedores, com preços majorados, sendo a análise discricionária.","(C) a concordância prévia de todos os órgãos participantes da ata e a demonstração de que o novo preço ainda será inferior à média do mercado.","(D) a comprovação de que o aumento de custos decorreu de variação cambial, sendo esta a única hipótese admitida para revisão de preços.","(E) apenas a demonstração de que o preço de mercado se tornou superior ao registrado, sem necessidade de comprovar a inviabilidade da execução.","A","O Art. 34 do decreto estabelece dois requisitos cumulativos e indispensáveis para o pedido de revisão de preços pelo detentor: 'I - comprovação de fato superveniente que tenha provocado elevação que impossibilite o cumprimento das obrigações contidas na ata; e II - demonstração, por meio de apresentação de planilha de custos ou memória de cálculo [...], de que os preços registrados se tornaram inviáveis nas condições inicialmente pactuadas'. Não basta a simples alegação de aumento de preços; é preciso provar o fato gerador e a consequente inviabilidade da execução.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 22 - FGV Style (SRP-PE)","Um órgão participante de uma ata de registro de preços corporativa recusa-se a assinar um contrato ou a retirar o instrumento equivalente quando solicitado pelo órgão gerenciador. Conforme o Decreto nº 54.700/2023, a competência para instaurar o processo de apuração e aplicação de penalidade nesse caso específico é do:","(A) próprio órgão participante, que deve apurar a responsabilidade de seus servidores.","(B) órgão gerenciador, pois a recusa se refere a uma obrigação no âmbito da ata corporativa.","(C) Tribunal de Contas do Estado, por se tratar de uma irregularidade grave que afeta múltiplos órgãos.","(D) Ministério Público de Contas, mediante representação do órgão gerenciador.","(E) órgão central de controle interno do Poder Executivo.","B","O Art. 21, inciso XIII, do decreto, estabelece como competência do gerenciador 'instaurar processo de apuração e aplicação de penalidade [...] no caso das atas corporativas, quando houver recusa em assinar o contrato ou retirar instrumento equivalente'. Em atas comuns, a competência seria do órgão participante (Art. 22, IX, 'a'). No entanto, para as atas corporativas, a competência é centralizada no gerenciador, dada a natureza do arranjo.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
"Questão 23 - FGV Style (SRP-PE)","Durante a vigência de uma ata de registro de preços, o contrato formalizado com um órgão participante foi prorrogado. Após a prorrogação, o contratado solicitou o reajuste dos preços contratuais. O Decreto nº 54.700/2023, em seu Art. 37, trata do reajustamento. Sobre o tema, é correto afirmar:","(A) o reajuste da ata e o reajuste do contrato são atos independentes; o pedido de reajuste do contrato deve ser formulado diretamente ao órgão contratante.","(B) o reajuste deve ser solicitado ao órgão gerenciador, que, ao deferi-lo na ata, garante sua aplicação automática a todos os contratos vigentes.","(C) não é permitido reajuste em contratos decorrentes de SRP, devendo o preço registrado ser mantido fixo durante toda a vigência do contrato e de suas prorrogações.","(D) o pedido de reajuste da ata, se não for apresentado ao gerenciador até a data de formalização da prorrogação, sofre preclusão.","(E) o reajuste só é permitido para contratos de obras, sendo vedado para serviços e compras.","A","O § 4º do Art. 37 do decreto é claro ao dispor que 'Nos contratos firmados antes do reajustamento da ata, eventual pleito de reajuste deverá ser formulado pelo contratado e direcionado ao órgão ou entidade contratante'. Isso demonstra que a relação contratual é autônoma em relação à ata no que tange ao reajuste. O reajuste da ata (§ 1º) e o reajuste do contrato são eventos distintos, com pedidos direcionados a autoridades diferentes. A alternativa D trata da preclusão do reajuste da ATA, não do contrato já firmado.","Licitações e Contratos","Decreto Estadual nº 54.700/2023 (SRP-PE)"
